"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
1886838,"confirmed covid-19 snomed",710160,"U07.1","Emergency use of U07.1 | COVID-19, virus identified","Condition","ICD10CN","N","1970-01-01","2099-12-31"
1886838,"confirmed covid-19 snomed",3661406,"674814021000119106","Acute respiratory distress syndrome due to COVID-19","Condition","SNOMED","S","2020-07-31","2099-12-31"
1886838,"confirmed covid-19 snomed",37174329,"894362851000119109","Disease caused by severe acute respiratory syndrome coronavirus 2 during pregnancy","Condition","SNOMED","S","2023-06-30","2099-12-31"
1886838,"confirmed covid-19 snomed",19227812,"C000718127","COVID-19 breakthrough infections","Condition","MeSH","N","2023-05-01","2099-12-31"
1886838,"confirmed covid-19 snomed",603230,"1325171000000109","Acute COVID-19 infection","Condition","SNOMED","N","2020-11-25","2099-12-31"
1886838,"confirmed covid-19 snomed",37310286,"1240541000000107","Infection of upper respiratory tract caused by SARS-CoV-2","Condition","SNOMED","S","2020-02-04","2099-12-31"
1886838,"confirmed covid-19 snomed",605554,"1119302008","Acute COVID-19","Condition","SNOMED","S","2021-01-31","2099-12-31"
1886838,"confirmed covid-19 snomed",940632,"A795400","Acute diseas caused SARS-CoV-2","Condition","Read","N","2022-05-30","2099-12-31"
1886838,"confirmed covid-19 snomed",3656669,"119981000146107","Dyspnea caused by SARS-CoV-2","Condition","SNOMED","S","2020-07-31","2099-12-31"
1886838,"confirmed covid-19 snomed",702953,"U07.1","Emergency use of U07.1 | COVID-19","Condition","ICD10CM","N","2020-04-01","2099-12-31"
1886838,"confirmed covid-19 snomed",940670,"A076400","Gastroenteri due to SARS-CoV-2","Condition","Read","N","2022-05-30","2099-12-31"
1886838,"confirmed covid-19 snomed",940652,"A795200","COVID-19 confirmed by laboratory test","Condition","Read","N","2022-05-30","2099-12-31"
1886838,"confirmed covid-19 snomed",45756093,"U07.1","Emergency use of U07.1 | COVID-19, virus identified","Condition","ICD10","N","2013-01-01","2099-12-31"
1886838,"confirmed covid-19 snomed",37310284,"1240561000000108","Encephalopathy due to COVID-19","Condition","SNOMED","S","2020-02-04","2099-12-31"
1886838,"confirmed covid-19 snomed",801187,"M0250","Intravenous infusion, tocilizumab, for hospitalized adults and pediatric patients (2 years of age and older) with covid-19 who are receiving systemic corticosteroids and require supplemental oxygen, non-invasive or invasive mechanical ventilation, or e...","Drug","HCPCS","N","2021-06-24","2099-12-31"
1886838,"confirmed covid-19 snomed",586415,"U18","Provisional assignment of new diseases or emergency use","Condition","KCD7","N","1970-01-01","2099-12-31"
1886838,"confirmed covid-19 snomed",940859,"H051100","URTI due to SARS-CoV-2","Condition","Read","N","2022-05-30","2099-12-31"
1886838,"confirmed covid-19 snomed",940641,"G558500","Cardiomyopathy due SARS-CoV-2","Condition","Read","N","2022-05-30","2099-12-31"
1886838,"confirmed covid-19 snomed",3655975,"870588003","Sepsis due to disease caused by COVID-19","Condition","SNOMED","S","2020-07-31","2099-12-31"
1886838,"confirmed covid-19 snomed",3661408,"882784691000119100","Pneumonia caused by SARS-CoV-2","Condition","SNOMED","S","2020-07-31","2099-12-31"
